tac_doc_id,tac_sentence_id,sentence,indexed_tokens,subj_start,subj_end,obj_start,obj_end,assessment,alt_subj_start,alt_subj_end,alt_obj_start,alt_obj_end
NYT_ENG_20080903.0120.LDC2009T13,098f60af8f9c3d28830c,"Not according to Mark Fisher, a digital rights lawyer at Fish & amp; Richardson, a law firm in Boston that specializes in intellectual property.","[(0, 'Not'), (1, 'according'), (2, 'to'), (3, 'Mark'), (4, 'Fisher'), (5, ','), (6, 'a'), (7, 'digital'), (8, 'rights'), (9, 'lawyer'), (10, 'at'), (11, 'Fish'), (12, '&'), (13, 'amp'), (14, ';'), (15, 'Richardson'), (16, ','), (17, 'a'), (18, 'law'), (19, 'firm'), (20, 'in'), (21, 'Boston'), (22, 'that'), (23, 'specializes'), (24, 'in'), (25, 'intellectual'), (26, 'property'), (27, '.')]",3,4,21,21,,,,,
AFP_ENG_20100707.0605,098f60af8fd3136219c5,"China executes official at heart of graft trials: Xinhua Wen Qiang , 54, the former head of the judiciary in the southwestern Chongqing region and also an ex-deputy police chief, was sentenced to death in April for charges including rape and taking bribes to protect criminal gangs.","[(0, 'China'), (1, 'executes'), (2, 'official'), (3, 'at'), (4, 'heart'), (5, 'of'), (6, 'graft'), (7, 'trials'), (8, ':'), (9, 'Xinhua'), (10, 'Wen'), (11, 'Qiang'), (12, ','), (13, '54'), (14, ','), (15, 'the'), (16, 'former'), (17, 'head'), (18, 'of'), (19, 'the'), (20, 'judiciary'), (21, 'in'), (22, 'the'), (23, 'southwestern'), (24, 'Chongqing'), (25, 'region'), (26, 'and'), (27, 'also'), (28, 'an'), (29, 'ex-deputy'), (30, 'police'), (31, 'chief'), (32, ','), (33, 'was'), (34, 'sentenced'), (35, 'to'), (36, 'death'), (37, 'in'), (38, 'April'), (39, 'for'), (40, 'charges'), (41, 'including'), (42, 'rape'), (43, 'and'), (44, 'taking'), (45, 'bribes'), (46, 'to'), (47, 'protect'), (48, 'criminal'), (49, 'gangs'), (50, '.')]",11,11,24,24,,,,,
APW_ENG_20090612.0448,098f60af8f87f33ec24a,"American takes the stand in Italy murder trial Knox, an exchange student from Seattle, is on trial with her Italian former boyfriend Raffaele Sollecito.","[(0, 'American'), (1, 'takes'), (2, 'the'), (3, 'stand'), (4, 'in'), (5, 'Italy'), (6, 'murder'), (7, 'trial'), (8, 'Knox'), (9, ','), (10, 'an'), (11, 'exchange'), (12, 'student'), (13, 'from'), (14, 'Seattle'), (15, ','), (16, 'is'), (17, 'on'), (18, 'trial'), (19, 'with'), (20, 'her'), (21, 'Italian'), (22, 'former'), (23, 'boyfriend'), (24, 'Raffaele'), (25, 'Sollecito'), (26, '.')]",8,8,14,14,,,,,
NYT_ENG_20101122.0120,098f60af8f7b2389c805,"The case against Bibi began in the fields of Ittan Wali, a village 60 miles west of Lahore, when agricultural workers picking berries with her protested that she had been asked by a landlord to fetch water for them to drink.","[(0, 'The'), (1, 'case'), (2, 'against'), (3, 'Bibi'), (4, 'began'), (5, 'in'), (6, 'the'), (7, 'fields'), (8, 'of'), (9, 'Ittan'), (10, 'Wali'), (11, ','), (12, 'a'), (13, 'village'), (14, '60'), (15, 'miles'), (16, 'west'), (17, 'of'), (18, 'Lahore'), (19, ','), (20, 'when'), (21, 'agricultural'), (22, 'workers'), (23, 'picking'), (24, 'berries'), (25, 'with'), (26, 'her'), (27, 'protested'), (28, 'that'), (29, 'she'), (30, 'had'), (31, 'been'), (32, 'asked'), (33, 'by'), (34, 'a'), (35, 'landlord'), (36, 'to'), (37, 'fetch'), (38, 'water'), (39, 'for'), (40, 'them'), (41, 'to'), (42, 'drink'), (43, '.')]",3,3,9,9,,,,,
AFP_ENG_20100811.0280,098f665fb9420e428171,"Chen was an associate of Wen Qiang, the former head of Chongqing's judiciary and an ex-deputy police chief who was executed last month for charges including rape and taking bribes to protect gangs.","[(0, 'Chen'), (1, 'was'), (2, 'an'), (3, 'associate'), (4, 'of'), (5, 'Wen'), (6, 'Qiang'), (7, ','), (8, 'the'), (9, 'former'), (10, 'head'), (11, 'of'), (12, 'Chongqing'), (13, ""'s""), (14, 'judiciary'), (15, 'and'), (16, 'an'), (17, 'ex-deputy'), (18, 'police'), (19, 'chief'), (20, 'who'), (21, 'was'), (22, 'executed'), (23, 'last'), (24, 'month'), (25, 'for'), (26, 'charges'), (27, 'including'), (28, 'rape'), (29, 'and'), (30, 'taking'), (31, 'bribes'), (32, 'to'), (33, 'protect'), (34, 'gangs'), (35, '.')]",5,6,12,12,,,,,
XIN_ENG_20091103.0364,098f60af8fb138180f73,"Organized crime boss Xie Caiping, labeled the ""godmother of the underworld"" in southwest China's Chongqing Municipality, was sentenced 18 years in prison Tuesday.","[(0, 'Organized'), (1, 'crime'), (2, 'boss'), (3, 'Xie'), (4, 'Caiping'), (5, ','), (6, 'labeled'), (7, 'the'), (8, '``'), (9, 'godmother'), (10, 'of'), (11, 'the'), (12, 'underworld'), (13, ""''""), (14, 'in'), (15, 'southwest'), (16, 'China'), (17, ""'s""), (18, 'Chongqing'), (19, 'Municipality'), (20, ','), (21, 'was'), (22, 'sentenced'), (23, '18'), (24, 'years'), (25, 'in'), (26, 'prison'), (27, 'Tuesday'), (28, '.')]",3,4,18,19,,,,,
NYT_ENG_20080709.0172.LDC2009T13,098f60af8f27f7e91410,"The Securities and Exchange Commission also charged Sycamore, a maker of telecommunications equipment in Chelmsford, with financial reporting violations, including making false and misleading statements related to the options.","[(0, 'The'), (1, 'Securities'), (2, 'and'), (3, 'Exchange'), (4, 'Commission'), (5, 'also'), (6, 'charged'), (7, 'Sycamore'), (8, ','), (9, 'a'), (10, 'maker'), (11, 'of'), (12, 'telecommunications'), (13, 'equipment'), (14, 'in'), (15, 'Chelmsford'), (16, ','), (17, 'with'), (18, 'financial'), (19, 'reporting'), (20, 'violations'), (21, ','), (22, 'including'), (23, 'making'), (24, 'false'), (25, 'and'), (26, 'misleading'), (27, 'statements'), (28, 'related'), (29, 'to'), (30, 'the'), (31, 'options'), (32, '.')]",7,7,15,15,,,,,
NYT_ENG_20101222.0015,098f60af8fefd00525b8,"He graduated from Muhlenberg College in Allentown, Pa., and received a Ph.D. in pharmacology from Temple University.","[(0, 'He'), (1, 'graduated'), (2, 'from'), (3, 'Muhlenberg'), (4, 'College'), (5, 'in'), (6, 'Allentown'), (7, ','), (8, 'Pa.'), (9, ','), (10, 'and'), (11, 'received'), (12, 'a'), (13, 'Ph.D.'), (14, 'in'), (15, 'pharmacology'), (16, 'from'), (17, 'Temple'), (18, 'University'), (19, '.')]",0,0,6,6,,,,,
XIN_ENG_20091105.0394,098f60af8fcd425a1d2b,"On Tuesday, organized crime boss Xie Caiping, labeled the ""godmother of the underworld"" in Chongqing, was sentenced to 18 years in prison.","[(0, 'On'), (1, 'Tuesday'), (2, ','), (3, 'organized'), (4, 'crime'), (5, 'boss'), (6, 'Xie'), (7, 'Caiping'), (8, ','), (9, 'labeled'), (10, 'the'), (11, '``'), (12, 'godmother'), (13, 'of'), (14, 'the'), (15, 'underworld'), (16, ""''""), (17, 'in'), (18, 'Chongqing'), (19, ','), (20, 'was'), (21, 'sentenced'), (22, 'to'), (23, '18'), (24, 'years'), (25, 'in'), (26, 'prison'), (27, '.')]",6,7,18,18,,,,,
NYT_ENG_20100614.0031,098f60af8f77d484aadd,"She took Scientology classes on parenting and finance and later traveled to Los Angeles for counseling, called ""auditing.""","[(0, 'She'), (1, 'took'), (2, 'Scientology'), (3, 'classes'), (4, 'on'), (5, 'parenting'), (6, 'and'), (7, 'finance'), (8, 'and'), (9, 'later'), (10, 'traveled'), (11, 'to'), (12, 'Los'), (13, 'Angeles'), (14, 'for'), (15, 'counseling'), (16, ','), (17, 'called'), (18, '``'), (19, 'auditing'), (20, '.'), (21, ""''"")]",0,0,12,13,,,,,
APW_ENG_20100209.1333,098f637935da32c021e1,"Their leader, Laura Silsby of Meridian, Idaho, told The Associated Press the day after their arrest that the children were obtained from orphanages and distant relatives.","[(0, 'Their'), (1, 'leader'), (2, ','), (3, 'Laura'), (4, 'Silsby'), (5, 'of'), (6, 'Meridian'), (7, ','), (8, 'Idaho'), (9, ','), (10, 'told'), (11, 'The'), (12, 'Associated'), (13, 'Press'), (14, 'the'), (15, 'day'), (16, 'after'), (17, 'their'), (18, 'arrest'), (19, 'that'), (20, 'the'), (21, 'children'), (22, 'were'), (23, 'obtained'), (24, 'from'), (25, 'orphanages'), (26, 'and'), (27, 'distant'), (28, 'relatives'), (29, '.')]",3,4,6,8,,,,,
APW_ENG_20101218.0150,098f60af8f1169546dce,"Knox, the 23-year-old from Seattle, was convicted last year of sexually assaulting and murdering her British roommate, Meredith Kercher, and sentenced to 26 years in prison.","[(0, 'Knox'), (1, ','), (2, 'the'), (3, '23-year-old'), (4, 'from'), (5, 'Seattle'), (6, ','), (7, 'was'), (8, 'convicted'), (9, 'last'), (10, 'year'), (11, 'of'), (12, 'sexually'), (13, 'assaulting'), (14, 'and'), (15, 'murdering'), (16, 'her'), (17, 'British'), (18, 'roommate'), (19, ','), (20, 'Meredith'), (21, 'Kercher'), (22, ','), (23, 'and'), (24, 'sentenced'), (25, 'to'), (26, '26'), (27, 'years'), (28, 'in'), (29, 'prison'), (30, '.')]",0,0,5,5,,,,,
XIN_ENG_20091103.0364,098f665fb9ea5734efa8,"Xie was the sister-in-law of Wen Qiang, formerly the second in command of the Chongqing police and director of the justice bureau before he was arrested.","[(0, 'Xie'), (1, 'was'), (2, 'the'), (3, 'sister-in-law'), (4, 'of'), (5, 'Wen'), (6, 'Qiang'), (7, ','), (8, 'formerly'), (9, 'the'), (10, 'second'), (11, 'in'), (12, 'command'), (13, 'of'), (14, 'the'), (15, 'Chongqing'), (16, 'police'), (17, 'and'), (18, 'director'), (19, 'of'), (20, 'the'), (21, 'justice'), (22, 'bureau'), (23, 'before'), (24, 'he'), (25, 'was'), (26, 'arrested'), (27, '.')]",24,24,15,15,,,,,
AFP_ENG_20071106.0157.LDC2009T13,098f60af8fe6b4f68dd0,"Police say they are tightening the noose around Matteo Messina Denaro, the high - flying playboy ""boss"" of Trapani in western Sicily who is a possible new leader.","[(0, 'Police'), (1, 'say'), (2, 'they'), (3, 'are'), (4, 'tightening'), (5, 'the'), (6, 'noose'), (7, 'around'), (8, 'Matteo'), (9, 'Messina'), (10, 'Denaro'), (11, ','), (12, 'the'), (13, 'high'), (14, '-'), (15, 'flying'), (16, 'playboy'), (17, '``'), (18, 'boss'), (19, ""''""), (20, 'of'), (21, 'Trapani'), (22, 'in'), (23, 'western'), (24, 'Sicily'), (25, 'who'), (26, 'is'), (27, 'a'), (28, 'possible'), (29, 'new'), (30, 'leader'), (31, '.')]",8,10,24,24,,,,,
AFP_ENG_20091202.0134,098f60af8fdbcc1a34c4,"Ghirga said a ""whiff of racism and anti-feminism"" hung over the probe launched after Kercher was found dead in her blood-drenched bedroom in the house she shared with Knox in the central Italian university town of Perugia.","[(0, 'Ghirga'), (1, 'said'), (2, 'a'), (3, '``'), (4, 'whiff'), (5, 'of'), (6, 'racism'), (7, 'and'), (8, 'anti-feminism'), (9, ""''""), (10, 'hung'), (11, 'over'), (12, 'the'), (13, 'probe'), (14, 'launched'), (15, 'after'), (16, 'Kercher'), (17, 'was'), (18, 'found'), (19, 'dead'), (20, 'in'), (21, 'her'), (22, 'blood-drenched'), (23, 'bedroom'), (24, 'in'), (25, 'the'), (26, 'house'), (27, 'she'), (28, 'shared'), (29, 'with'), (30, 'Knox'), (31, 'in'), (32, 'the'), (33, 'central'), (34, 'Italian'), (35, 'university'), (36, 'town'), (37, 'of'), (38, 'Perugia'), (39, '.')]",30,30,38,38,,,,,
APW_ENG_20101025.0618,098f60af8ff97b6f1de5,"Gonzalez is the brother of Patricia Gonzalez, who stepped down Oct. 3 as attorney general of the border state of Chihuahua.","[(0, 'Gonzalez'), (1, 'is'), (2, 'the'), (3, 'brother'), (4, 'of'), (5, 'Patricia'), (6, 'Gonzalez'), (7, ','), (8, 'who'), (9, 'stepped'), (10, 'down'), (11, 'Oct.'), (12, '3'), (13, 'as'), (14, 'attorney'), (15, 'general'), (16, 'of'), (17, 'the'), (18, 'border'), (19, 'state'), (20, 'of'), (21, 'Chihuahua'), (22, '.')]",5,6,21,21,,,,,
APW_ENG_20090713.0374,098f60af8fb264885ef8,"Sahidullah insisted it was not a ""prisoner swap ,"" adding one of the wives had helped her persuade Parad to free Vagni, telling him many militants and troops had died because of the abductions.","[(0, 'Sahidullah'), (1, 'insisted'), (2, 'it'), (3, 'was'), (4, 'not'), (5, 'a'), (6, '``'), (7, 'prisoner'), (8, 'swap'), (9, ','), (10, ""''""), (11, 'adding'), (12, 'one'), (13, 'of'), (14, 'the'), (15, 'wives'), (16, 'had'), (17, 'helped'), (18, 'her'), (19, 'persuade'), (20, 'Parad'), (21, 'to'), (22, 'free'), (23, 'Vagni'), (24, ','), (25, 'telling'), (26, 'him'), (27, 'many'), (28, 'militants'), (29, 'and'), (30, 'troops'), (31, 'had'), (32, 'died'), (33, 'because'), (34, 'of'), (35, 'the'), (36, 'abductions'), (37, '.')]",23,23,20,20,,,,,
APW_ENG_20091207.1016,098f60af8fdb22ddf0b8,State's Attorney David Cohen said it wasn't evident that Sandra Herold of Stamford had been deliberately reckless in handling the animal.,"[(0, 'State'), (1, ""'s""), (2, 'Attorney'), (3, 'David'), (4, 'Cohen'), (5, 'said'), (6, 'it'), (7, 'was'), (8, ""n't""), (9, 'evident'), (10, 'that'), (11, 'Sandra'), (12, 'Herold'), (13, 'of'), (14, 'Stamford'), (15, 'had'), (16, 'been'), (17, 'deliberately'), (18, 'reckless'), (19, 'in'), (20, 'handling'), (21, 'the'), (22, 'animal'), (23, '.')]",11,12,14,14,,,,,
eng-NG-31-142501-10053861,098f665fb944c10c39e1,"Mailer resided in Provincetown, Massachusetts, with his wife of 33 years, Norris Church Mailer, and maintained an apartment in Brooklyn, New York.","[(0, 'Mailer'), (1, 'resided'), (2, 'in'), (3, 'Provincetown'), (4, ','), (5, 'Massachusetts'), (6, ','), (7, 'with'), (8, 'his'), (9, 'wife'), (10, 'of'), (11, '33'), (12, 'years'), (13, ','), (14, 'Norris'), (15, 'Church'), (16, 'Mailer'), (17, ','), (18, 'and'), (19, 'maintained'), (20, 'an'), (21, 'apartment'), (22, 'in'), (23, 'Brooklyn'), (24, ','), (25, 'New'), (26, 'York'), (27, '.')]",14,16,3,3,,,,,
NYT_ENG_20100224.0092,098f60af8fa4c77ea4b4,"Raised in Queens, he moved to Connecticut in his late 20s after eight years working in Manhattan as an apprentice at a printer and as a store detective in Times Square - a job he said he hated.","[(0, 'Raised'), (1, 'in'), (2, 'Queens'), (3, ','), (4, 'he'), (5, 'moved'), (6, 'to'), (7, 'Connecticut'), (8, 'in'), (9, 'his'), (10, 'late'), (11, '20s'), (12, 'after'), (13, 'eight'), (14, 'years'), (15, 'working'), (16, 'in'), (17, 'Manhattan'), (18, 'as'), (19, 'an'), (20, 'apprentice'), (21, 'at'), (22, 'a'), (23, 'printer'), (24, 'and'), (25, 'as'), (26, 'a'), (27, 'store'), (28, 'detective'), (29, 'in'), (30, 'Times'), (31, 'Square'), (32, '--'), (33, 'a'), (34, 'job'), (35, 'he'), (36, 'said'), (37, 'he'), (38, 'hated'), (39, '.')]",35,35,2,2,,,,,
XIN_ENG_20100413.0430,098f60af8f62a6385f66,"Wen's wife Zhou Xiaoya and three senior Chongqing police officers - Huang Daiqiang, Zhao Liming and Chen Tao - will also receive their verdicts at the same court Wednesday afternoon.","[(0, 'Wen'), (1, ""'s""), (2, 'wife'), (3, 'Zhou'), (4, 'Xiaoya'), (5, 'and'), (6, 'three'), (7, 'senior'), (8, 'Chongqing'), (9, 'police'), (10, 'officers'), (11, '-'), (12, 'Huang'), (13, 'Daiqiang'), (14, ','), (15, 'Zhao'), (16, 'Liming'), (17, 'and'), (18, 'Chen'), (19, 'Tao'), (20, '-'), (21, 'will'), (22, 'also'), (23, 'receive'), (24, 'their'), (25, 'verdicts'), (26, 'at'), (27, 'the'), (28, 'same'), (29, 'court'), (30, 'Wednesday'), (31, 'afternoon'), (32, '.')]",18,19,8,8,,,,,
NYT_ENG_20101222.0015,098f60af8fbca1d3c514,"In August, Baldino, who lived in West Chester, Pa, had taken a leave of absence from his posts as Cephalon's chairman and chief executive.","[(0, 'In'), (1, 'August'), (2, ','), (3, 'Baldino'), (4, ','), (5, 'who'), (6, 'lived'), (7, 'in'), (8, 'West'), (9, 'Chester'), (10, ','), (11, 'Pa'), (12, ','), (13, 'had'), (14, 'taken'), (15, 'a'), (16, 'leave'), (17, 'of'), (18, 'absence'), (19, 'from'), (20, 'his'), (21, 'posts'), (22, 'as'), (23, 'Cephalon'), (24, ""'s""), (25, 'chairman'), (26, 'and'), (27, 'chief'), (28, 'executive'), (29, '.')]",3,3,8,9,,,,,
APW_ENG_20090620.0368,098f60af8f77b383de6a,"The 200-pound (90-kilogram) chimpanzee named Travis attacked Charla Nash of Stamford in February, ripping off her hands, nose, lips and eyelids.","[(0, 'The'), (1, '200-pound'), (2, '-LRB-'), (3, '90-kilogram'), (4, '-RRB-'), (5, 'chimpanzee'), (6, 'named'), (7, 'Travis'), (8, 'attacked'), (9, 'Charla'), (10, 'Nash'), (11, 'of'), (12, 'Stamford'), (13, 'in'), (14, 'February'), (15, ','), (16, 'ripping'), (17, 'off'), (18, 'her'), (19, 'hands'), (20, ','), (21, 'nose'), (22, ','), (23, 'lips'), (24, 'and'), (25, 'eyelids'), (26, '.')]",18,18,12,12,,,,,
AFP_ENG_20100201.0617,098f60af8fdfc4ff4d87,"Yue Cun was convicted of crimes including operating a range of illegal businesses and causing intentional injury in the huge municipality of Chongqing in southwestern China, the official China News Service said.","[(0, 'Yue'), (1, 'Cun'), (2, 'was'), (3, 'convicted'), (4, 'of'), (5, 'crimes'), (6, 'including'), (7, 'operating'), (8, 'a'), (9, 'range'), (10, 'of'), (11, 'illegal'), (12, 'businesses'), (13, 'and'), (14, 'causing'), (15, 'intentional'), (16, 'injury'), (17, 'in'), (18, 'the'), (19, 'huge'), (20, 'municipality'), (21, 'of'), (22, 'Chongqing'), (23, 'in'), (24, 'southwestern'), (25, 'China'), (26, ','), (27, 'the'), (28, 'official'), (29, 'China'), (30, 'News'), (31, 'Service'), (32, 'said'), (33, '.')]",1,1,22,22,,,,,
NYT_ENG_20100224.0092,098f60af8f31a060a73d,"Raised in Queens, he moved to Connecticut in his late 20s after eight years working in Manhattan as an apprentice at a printer and as a store detective in Times Square - a job he said he hated.","[(0, 'Raised'), (1, 'in'), (2, 'Queens'), (3, ','), (4, 'he'), (5, 'moved'), (6, 'to'), (7, 'Connecticut'), (8, 'in'), (9, 'his'), (10, 'late'), (11, '20s'), (12, 'after'), (13, 'eight'), (14, 'years'), (15, 'working'), (16, 'in'), (17, 'Manhattan'), (18, 'as'), (19, 'an'), (20, 'apprentice'), (21, 'at'), (22, 'a'), (23, 'printer'), (24, 'and'), (25, 'as'), (26, 'a'), (27, 'store'), (28, 'detective'), (29, 'in'), (30, 'Times'), (31, 'Square'), (32, '--'), (33, 'a'), (34, 'job'), (35, 'he'), (36, 'said'), (37, 'he'), (38, 'hated'), (39, '.')]",9,9,2,2,,,,,
NYT_ENG_20101222.0015,098f60af8f4c1cc76e9a,"In August, Baldino, who lived in West Chester, Pa., had taken a leave of absence from his posts as Cephalon's chairman and chief executive.","[(0, 'In'), (1, 'August'), (2, ','), (3, 'Baldino'), (4, ','), (5, 'who'), (6, 'lived'), (7, 'in'), (8, 'West'), (9, 'Chester'), (10, ','), (11, 'Pa.'), (12, ','), (13, 'had'), (14, 'taken'), (15, 'a'), (16, 'leave'), (17, 'of'), (18, 'absence'), (19, 'from'), (20, 'his'), (21, 'posts'), (22, 'as'), (23, 'Cephalon'), (24, ""'s""), (25, 'chairman'), (26, 'and'), (27, 'chief'), (28, 'executive'), (29, '.')]",3,3,8,9,,,,,
AFP_ENG_20091120.0043,098f60af8f9516570d35,"Kercher, from Coulsdon, south London, was found semi-nude in a pool of blood with her throat cut in the house in Perugia, a medieval walled city in central Italy, that she shared with Knox.","[(0, 'Kercher'), (1, ','), (2, 'from'), (3, 'Coulsdon'), (4, ','), (5, 'south'), (6, 'London'), (7, ','), (8, 'was'), (9, 'found'), (10, 'semi-nude'), (11, 'in'), (12, 'a'), (13, 'pool'), (14, 'of'), (15, 'blood'), (16, 'with'), (17, 'her'), (18, 'throat'), (19, 'cut'), (20, 'in'), (21, 'the'), (22, 'house'), (23, 'in'), (24, 'Perugia'), (25, ','), (26, 'a'), (27, 'medieval'), (28, 'walled'), (29, 'city'), (30, 'in'), (31, 'central'), (32, 'Italy'), (33, ','), (34, 'that'), (35, 'she'), (36, 'shared'), (37, 'with'), (38, 'Knox'), (39, '.')]",38,38,24,24,,,,,
APW_ENG_20100204.1310,098f60af8fcb3e44d7e0,"Adrien said he met the Baptists' leader, Laura Silsby of Meridian, Idaho, in Port-au-Prince on Jan 26.","[(0, 'Adrien'), (1, 'said'), (2, 'he'), (3, 'met'), (4, 'the'), (5, 'Baptists'), (6, ""'""), (7, 'leader'), (8, ','), (9, 'Laura'), (10, 'Silsby'), (11, 'of'), (12, 'Meridian'), (13, ','), (14, 'Idaho'), (15, ','), (16, 'in'), (17, 'Port-au-Prince'), (18, 'on'), (19, 'Jan'), (20, '26'), (21, '.')]",9,10,12,12,,,,,
AFP_ENG_20100124.0348,098f60af8fb7c09bc45e,"Wen Qiang, a former top judicial official in Chongqing municipality, will be tried on February 2, as the city of over 30 million seeks to wrap up scores of cases linking the government to organised crime, the China News Service said.","[(0, 'Wen'), (1, 'Qiang'), (2, ','), (3, 'a'), (4, 'former'), (5, 'top'), (6, 'judicial'), (7, 'official'), (8, 'in'), (9, 'Chongqing'), (10, 'municipality'), (11, ','), (12, 'will'), (13, 'be'), (14, 'tried'), (15, 'on'), (16, 'February'), (17, '2'), (18, ','), (19, 'as'), (20, 'the'), (21, 'city'), (22, 'of'), (23, 'over'), (24, '30'), (25, 'million'), (26, 'seeks'), (27, 'to'), (28, 'wrap'), (29, 'up'), (30, 'scores'), (31, 'of'), (32, 'cases'), (33, 'linking'), (34, 'the'), (35, 'government'), (36, 'to'), (37, 'organised'), (38, 'crime'), (39, ','), (40, 'the'), (41, 'China'), (42, 'News'), (43, 'Service'), (44, 'said'), (45, '.')]",0,1,9,9,,,,,
NYT_ENG_20080417.0136.LDC2009T13,098f60af8f71119b0cf1,"One of the cases that prompted the hearing was that of Jamie Leigh Jones, a 22-year-old Texan, who alleges that she was drugged and gang raped by fellow contract workers while working for defense contractor Halliburton/KBR at Camp Hope in Baghdad.","[(0, 'One'), (1, 'of'), (2, 'the'), (3, 'cases'), (4, 'that'), (5, 'prompted'), (6, 'the'), (7, 'hearing'), (8, 'was'), (9, 'that'), (10, 'of'), (11, 'Jamie'), (12, 'Leigh'), (13, 'Jones'), (14, ','), (15, 'a'), (16, '22-year-old'), (17, 'Texan'), (18, ','), (19, 'who'), (20, 'alleges'), (21, 'that'), (22, 'she'), (23, 'was'), (24, 'drugged'), (25, 'and'), (26, 'gang'), (27, 'raped'), (28, 'by'), (29, 'fellow'), (30, 'contract'), (31, 'workers'), (32, 'while'), (33, 'working'), (34, 'for'), (35, 'defense'), (36, 'contractor'), (37, 'Halliburton/KBR'), (38, 'at'), (39, 'Camp'), (40, 'Hope'), (41, 'in'), (42, 'Baghdad'), (43, '.')]",11,13,42,42,,,,,
XIN_ENG_20100201.0380,098f60af8f4d21b47d40,"Wen Qiang , 55, former director of the Chongqing Municipal Judicial Bureau, was also accused of taking bribes, rape and owning huge amounts of money and assets he could not justify, heard the Chongqing Municipal No","[(0, 'Wen'), (1, 'Qiang'), (2, ','), (3, '55'), (4, ','), (5, 'former'), (6, 'director'), (7, 'of'), (8, 'the'), (9, 'Chongqing'), (10, 'Municipal'), (11, 'Judicial'), (12, 'Bureau'), (13, ','), (14, 'was'), (15, 'also'), (16, 'accused'), (17, 'of'), (18, 'taking'), (19, 'bribes'), (20, ','), (21, 'rape'), (22, 'and'), (23, 'owning'), (24, 'huge'), (25, 'amounts'), (26, 'of'), (27, 'money'), (28, 'and'), (29, 'assets'), (30, 'he'), (31, 'could'), (32, 'not'), (33, 'justify'), (34, ','), (35, 'heard'), (36, 'the'), (37, 'Chongqing'), (38, 'Municipal'), (39, 'No')]",0,1,9,9,,,,,
NYT_ENG_20100730.0113,098f60af8f26823cf346,"Then in May, Samudio went back to Rio to find Souza, presumably, the police said, to prove to him the baby was his.","[(0, 'Then'), (1, 'in'), (2, 'May'), (3, ','), (4, 'Samudio'), (5, 'went'), (6, 'back'), (7, 'to'), (8, 'Rio'), (9, 'to'), (10, 'find'), (11, 'Souza'), (12, ','), (13, 'presumably'), (14, ','), (15, 'the'), (16, 'police'), (17, 'said'), (18, ','), (19, 'to'), (20, 'prove'), (21, 'to'), (22, 'him'), (23, 'the'), (24, 'baby'), (25, 'was'), (26, 'his'), (27, '.')]",22,22,8,8,,,,,
APW_ENG_20090624.0898,098f60af8fbe30aabe8e,"We were very frightened ,"" Paris resident Esther-Ethy Mamane told the New York Post.","[(0, 'We'), (1, 'were'), (2, 'very'), (3, 'frightened'), (4, ','), (5, ""''""), (6, 'Paris'), (7, 'resident'), (8, 'Esther-Ethy'), (9, 'Mamane'), (10, 'told'), (11, 'the'), (12, 'New'), (13, 'York'), (14, 'Post'), (15, '.')]",8,9,6,6,,,,,
XIN_ENG_20100311.0430,098f60af8f3d1df2bdfb,"Wen Qiang, former deputy police chief and head of the justice bureau of Chongqing, stood trial last month.","[(0, 'Wen'), (1, 'Qiang'), (2, ','), (3, 'former'), (4, 'deputy'), (5, 'police'), (6, 'chief'), (7, 'and'), (8, 'head'), (9, 'of'), (10, 'the'), (11, 'justice'), (12, 'bureau'), (13, 'of'), (14, 'Chongqing'), (15, ','), (16, 'stood'), (17, 'trial'), (18, 'last'), (19, 'month'), (20, '.')]",0,1,14,14,,,,,
eng-NG-31-142265-10040705,098f60af8fe6639b7b58,Jamie Leigh Jones is testifying on Capitol Hill this afternoon.,"[(0, 'Jamie'), (1, 'Leigh'), (2, 'Jones'), (3, 'is'), (4, 'testifying'), (5, 'on'), (6, 'Capitol'), (7, 'Hill'), (8, 'this'), (9, 'afternoon'), (10, '.')]",0,2,6,7,,,,,
XIN_ENG_20100628.0368,098f60af8f02c217fe3d,"However, after receiving information from the police in Rio de Janeiro, Samudio has been missing since June 4.","[(0, 'However'), (1, ','), (2, 'after'), (3, 'receiving'), (4, 'information'), (5, 'from'), (6, 'the'), (7, 'police'), (8, 'in'), (9, 'Rio'), (10, 'de'), (11, 'Janeiro'), (12, ','), (13, 'Samudio'), (14, 'has'), (15, 'been'), (16, 'missing'), (17, 'since'), (18, 'June'), (19, '4'), (20, '.')]",13,13,9,11,,,,,
